tipo,archivo,duracion_original,sampling_rate_original
TC,2018-10-09-0649-07S.LC08__001_00_01,172.995,200.0
VT,2018-09-04-1931-34S.LC08__001_00_01,17.995,200.0
VT,2018-04-15-1020-51S.LC10__001_00_01,7.995,200.0
TC,2018-05-01-0023-00S.LC07__001_00_01,39.995,200.0
VT,2018-03-31-2131-12S.LC07__001_00_01,9.995,200.0
VT,2018-04-14-1232-05S.LC10__001_00_01,9.995,200.0
LP,2018-08-03-1349-56S.LC06__001_00_01,17.995,200.0
LP,2018-05-09-0755-46S.LC10__001_00_01,133.995,200.0
VT,2018-06-25-1425-30S.LC07__001_00_01,14.995,200.0
VT,2018-10-17-0613-42S.LC05__001_00_01,23.995,200.0
TC,2018-10-10-2040-40S.LC09__001_00_01,59.995,200.0
TC,2018-05-13-0401-59S.LC10__001_00_01,40.995,200.0
LP,2018-05-05-2320-40S.LC10__001_00_01,69.995,200.0
TC,2018-06-13-0006-08S.LC10__001_00_01,151.995,200.0
HY,2018-04-29-0537-05S.LC10__001_00_01,34.995,200.0
TC,2018-08-09-0324-20S.LC05__001_00_01,54.995,200.0
TC,2018-03-19-1728-12S.LC10__001_00_01,9.995,200.0
VT,2018-05-29-1724-30S.LC10__001_00_01,49.995,200.0
VT,2018-04-09-0118-30S.LC07__001_00_01,11.995,200.0
TC,2018-06-20-0618-17S.LC10__001_00_01,172.995,200.0
TR,2018-05-12-1407-50S.LC10__001_00_01,24.995,200.0
TC,2018-04-08-2054-13S.B2DA__001_00_01,63.998,500.0
TR,2018-04-29-1202-07S.LC08__001_00_01,19.995,200.0
VT,2018-04-08-0650-46S.LC10__001_00_01,11.995,200.0
TR,2018-04-07-0105-31S.LC10__001_00_01,23.995,200.0
TC,2018-04-20-0108-59S.LC10__001_00_01,20.995,200.0
TC,2018-03-09-1251-40S.LC10__001_00_01,18.995,200.0
TC,2018-03-06-0412-30S.LC04__001_00_01,24.995,200.0
TC,2018-06-19-2331-55S.LC10__001_00_01,124.995,200.0
TR,2018-10-19-1808-43S.LC04__001_00_01,66.995,200.0
VT,2018-04-04-2155-47S.LC10__001_00_01,19.995,200.0
TC,2018-05-05-1327-20S.LC10__001_00_01,39.995,200.0
VT,2018-06-12-1406-53S.LC10__001_00_01,11.995,200.0
VT,2018-04-14-1147-46S.LC10__001_00_01,20.995,200.0
TC,2018-03-13-0732-14S.LC10__001_00_01,30.995,200.0
TC,2018-04-07-1310-25S.LC10__001_00_01,19.995,200.0
TC,2018-03-30-0032-00S.LC10__001_00_01,19.995,200.0
VT,2018-06-15-1155-53S.LC10__001_00_01,16.995,200.0
TC,2018-03-28-0000-24S.LC10__001_00_01,34.995,200.0
VT,2018-03-09-2226-42S.LC05__001_00_01,15.995,200.0
HY,2018-05-05-0755-00S.LC10__001_00_01,49.995,200.0
VT,2018-04-30-1843-44S.LC10__001_00_01,9.995,200.0
TC,2018-05-13-1252-20S.LC10__001_00_01,29.995,200.0
TC,2018-09-14-1255-11S.LC08__001_00_01,178.995,200.0
LP,2018-06-11-2035-20S.LC10__001_00_01,159.995,200.0
VT,2018-05-31-0542-15S.LC10__001_00_01,24.995,200.0
VT,2018-03-15-2305-12S.LC10__001_00_01,9.995,200.0
VT,2018-03-24-1309-07S.LC10__001_00_01,9.995,200.0
VT,2018-04-03-0414-41S.LC10__001_00_01,12.995,200.0
VT,2018-03-25-2302-11S.LC10__001_00_01,9.995,200.0
TC,2018-03-05-0115-30S.LC07__001_00_01,29.995,200.0
VT,2018-03-12-2126-55S.LC10__001_00_01,24.995,200.0
VT,2018-04-29-0632-12S.LC10__001_00_01,9.995,200.0
TC,2018-04-13-1752-24S.LC10__001_00_01,19.995,200.0
LP,2018-06-06-1702-50S.LC10__001_00_01,129.995,200.0
VT,2018-04-19-0919-58S.LC10__001_00_01,21.995,200.0
VT,2018-07-03-0110-00S.LC10__001_00_01,17.995,200.0
VT,2018-03-29-2033-55S.LC10__001_00_01,9.995,200.0
VT,2018-04-08-0911-17S.LC10__001_00_01,9.995,200.0
TC,2018-09-23-1022-20S.LC05__001_00_01,119.995,200.0
TC,2018-05-10-2141-50S.LC10__001_00_01,29.995,200.0
VT,2018-05-18-0433-16S.B2DA__001_00_01,11.998,500.0
LP,2018-04-20-0714-08S.LC10__001_00_01,116.995,200.0
TR,2018-03-07-0457-40S.LC07__001_00_01,14.995,200.0
TC,2018-04-04-1124-30S.LC10__001_00_01,44.995,200.0
TC,2018-04-27-1007-00S.B2DA__001_00_01,79.998,500.0
TC,2018-04-16-0437-50S.LC10__001_00_01,32.995,200.0
TC,2018-06-20-1925-15S.LC10__001_00_01,89.995,200.0
VT,2018-05-13-1236-36S.LC10__001_00_01,15.995,200.0
TC,2018-06-19-2357-20S.LC10__001_00_01,119.995,200.0
TC,2018-06-22-0502-56S.LC07__001_00_01,43.995,200.0
LP,2018-06-09-2100-40S.LC10__001_00_01,109.995,200.0
TC,2018-08-17-1708-14S.LC09__001_00_01,65.995,200.0
VT,2018-04-06-0529-42S.LC10__001_00_01,21.995,200.0
TC,2018-04-16-0026-04S.LC10__001_00_01,17.995,200.0
TC,2018-09-08-0604-45S.LC08__001_00_01,154.995,200.0
VT,2018-05-29-2345-54S.LC10__001_00_01,15.995,200.0
VT,2018-06-13-0309-45S.LC10__001_00_01,24.995,200.0
VT,2018-06-08-1743-14S.LC10__001_00_01,15.995,200.0
TR,2018-05-10-1825-40S.LC10__001_00_01,19.995,200.0
HY,2018-05-16-0613-20S.LC10__001_00_01,99.995,200.0
LP,2018-06-13-1014-40S.LC10__001_00_01,14.995,200.0
TC,2018-09-07-1734-00S.LC09__001_00_01,139.995,200.0
TC,2018-04-24-0334-31S.LC10__001_00_01,9.995,200.0
TC,2018-07-30-1206-31S.LC05__001_00_01,188.995,200.0
LP,2018-03-29-1132-54S.LC10__001_00_01,85.995,200.0
VT,2018-07-03-2247-06S.LC10__001_00_01,11.995,200.0
TC,2018-04-03-2328-06S.B2DA__001_00_01,153.998,500.0
VT,2018-03-27-2127-19S.LC10__001_00_01,9.995,200.0
TR,2018-05-25-2214-50S.LC10__001_00_01,39.995,200.0
TR,2018-07-04-1343-14S.LC10__001_00_01,19.995,200.0
VT,2018-03-09-0633-12S.LC10__001_00_01,20.995,200.0
TC,2018-05-25-0934-55S.B2DA__001_00_01,54.998,500.0
TR,2018-04-03-1338-03S.LC07__001_00_01,19.995,200.0
VT,2018-03-27-1029-46S.LC10__001_00_01,21.995,200.0
VT,2018-04-18-1807-26S.LC10__001_00_01,19.995,200.0
TR,2018-04-08-1043-42S.LC10__001_00_01,19.995,200.0
VT,2018-03-17-0949-22S.LC10__001_00_01,10.995,200.0
VT,2018-05-19-1148-50S.LC10__001_00_01,39.995,200.0
VT,2018-06-19-1417-18S.LC10__001_00_01,21.995,200.0
VT,2018-04-06-1941-33S.LC10__001_00_01,19.995,200.0
LP,2018-06-29-1716-55S.LC05__001_00_01,44.995,200.0
VT,2018-07-29-0132-12S.LC10__001_00_01,13.995,200.0
TR,2018-03-31-1817-36S.LC10__001_00_01,22.995,200.0
VT,2018-05-15-1237-30S.LC10__001_00_01,19.995,200.0
VT,2018-07-28-0426-50S.LC10__001_00_01,12.995,200.0
LP,2018-10-09-1841-45S.LC05__001_00_01,44.995,200.0
VT,2018-05-03-1336-33S.LC10__001_00_01,10.995,200.0
TC,2018-06-22-0048-00S.LC10__001_00_01,59.995,200.0
TC,2018-06-05-0446-04S.LC10__001_00_01,145.995,200.0
TC,2018-05-03-1931-20S.LC10__001_00_01,49.995,200.0
LP,2018-06-27-1445-40S.LC08__001_00_01,99.995,200.0
TC,2018-04-03-0011-17S.LC10__001_00_01,20.995,200.0
VT,2018-05-19-0445-15S.LC10__001_00_01,19.995,200.0
HY,2018-04-29-0147-32S.LC10__001_00_01,62.995,200.0
VT,2018-04-16-0054-35S.LC10__001_00_01,14.995,200.0
TC,2018-06-21-1333-11S.LC08__001_00_01,168.995,200.0
TC,2018-06-01-0635-30S.LC10__001_00_01,149.995,200.0
VT,2018-10-17-0605-00S.LC05__001_00_01,19.995,200.0
VT,2018-03-09-0715-24S.LC10__001_00_01,13.995,200.0
TC,2018-09-05-2046-08S.LC05__001_00_01,71.995,200.0
TR,2018-06-11-1233-48S.LC10__001_00_01,24.995,200.0
TC,2018-07-28-0751-25S.LC10__001_00_01,114.995,200.0
TC,2018-04-06-0937-47S.B2DA__001_00_01,82.998,500.0
VT,2018-04-26-0904-45S.LC10__001_00_01,18.995,200.0
LP,2018-10-17-1110-00S.LC05__001_00_01,49.995,200.0
VT,2018-04-19-1034-47S.LC10__001_00_01,17.995,200.0
HY,2018-09-28-2032-51S.LC05__001_00_01,98.995,200.0
VT,2018-06-19-1848-33S.LC10__001_00_01,56.995,200.0
TR,2018-05-06-0752-20S.LC10__001_00_01,29.995,200.0
HY,2018-05-02-0050-00S.LC10__001_00_01,69.995,200.0
VT,2018-04-09-0932-43S.LC10__001_00_01,9.995,200.0
VT,2018-05-13-0935-55S.LC07__001_00_01,14.995,200.0
TC,2018-06-22-0155-60S.LC10__001_00_01,39.995,200.0
VT,2018-04-06-0346-11S.LC10__001_00_01,28.995,200.0
VT,2018-08-01-0625-10S.LC09__001_00_01,29.995,200.0
VT,2018-04-11-0009-51S.LC10__001_00_01,14.995,200.0
VT,2018-06-28-0134-30S.LC10__001_00_01,24.995,200.0
TR,2018-09-07-1841-30S.LC09__001_00_01,89.995,200.0
TC,2018-05-12-0125-00S.LC10__001_00_01,179.995,200.0
VT,2018-04-15-2331-23S.LC10__001_00_01,9.995,200.0
TC,2018-05-21-1256-05S.LC10__001_00_01,29.995,200.0
LP,2018-08-25-1407-20S.LC05__001_00_01,59.995,200.0
TR,2018-05-07-2251-00S.LC10__001_00_01,49.995,200.0
TC,2018-08-07-1445-10S.LC05__001_00_01,39.995,200.0
LP,2018-06-04-2231-09S.LC10__001_00_01,120.995,200.0
TC,2018-03-29-1242-44S.LC07__001_00_01,27.995,200.0
VT,2018-07-18-2233-40S.LC10__001_00_01,18.995,200.0
VT,2018-04-04-0122-33S.LC10__001_00_01,19.995,200.0
VT,2018-06-14-0326-55S.LC10__001_00_01,34.995,200.0
VT,2018-05-22-1923-10S.LC07__001_00_01,59.995,200.0
HY,2018-04-20-0520-21S.LC10__001_00_01,17.995,200.0
VT,2018-03-31-0705-57S.LC10__001_00_01,12.995,200.0
TC,2018-08-28-2154-00S.LC05__001_00_01,109.995,200.0
TC,2018-04-15-0455-23S.LC10__001_00_01,26.995,200.0
TC,2018-09-14-1826-00S.LC09__001_00_01,99.995,200.0
TR,2018-04-19-0903-20S.LC10__001_00_01,21.995,200.0
VT,2018-07-09-0313-02S.LC10__001_00_01,15.995,200.0
TC,2018-06-09-0532-20S.LC10__001_00_01,39.995,200.0
TC,2018-06-15-1300-05S.LC10__001_00_01,19.995,200.0
TC,2018-03-19-0652-00S.LC10__001_00_01,139.995,200.0
VT,2018-05-01-1424-23S.LC10__001_00_01,12.995,200.0
VT,2018-09-27-1230-44S.LC04__001_00_01,14.995,200.0
VT,2018-06-01-2224-16S.LC10__001_00_01,18.995,200.0
TC,2018-06-30-2047-10S.LC10__001_00_01,169.995,200.0
TC,2018-05-12-1347-23S.LC10__001_00_01,116.995,200.0
VT,2018-07-16-1844-47S.LC04__001_00_01,17.995,200.0
VT,2018-07-28-0129-40S.LC10__001_00_01,19.995,200.0
TC,2018-06-14-1011-10S.LC09__001_00_01,39.995,200.0
VT,2018-04-09-1134-42S.LC10__001_00_01,9.995,200.0
VT,2018-06-09-2039-30S.LC10__001_00_01,29.995,200.0
TC,2018-05-12-2152-00S.LC10__001_00_01,59.995,200.0
VT,2018-06-19-1343-28S.LC10__001_00_01,11.995,200.0
VT,2018-03-07-0352-56S.LC10__001_00_01,17.995,200.0
TR,2018-05-04-1156-00S.LC10__001_00_01,49.995,200.0
VT,2018-04-15-0140-40S.LC10__001_00_01,14.995,200.0
VT,2018-05-13-0952-50S.LC10__001_00_01,24.995,200.0
VT,2018-06-02-0606-10S.LC10__001_00_01,29.995,200.0
VT,2018-06-13-0428-47S.LC10__001_00_01,12.995,200.0
VT,2018-07-11-1217-22S.LC10__001_00_01,12.995,200.0
VT,2018-03-17-0628-34S.LC10__001_00_01,9.995,200.0
VT,2018-09-09-2310-02S.LC05__001_00_01,17.995,200.0
TC,2018-08-20-1226-13S.LC09__001_00_01,166.995,200.0
VT,2018-07-28-1008-20S.LC10__001_00_01,19.995,200.0
VT,2018-05-23-1116-40S.LC10__001_00_01,29.995,200.0
TC,2018-05-15-0925-00S.LC10__001_00_01,149.995,200.0
VT,2018-04-08-0342-03S.LC10__001_00_01,17.995,200.0
VT,2018-06-16-2114-50S.LC10__001_00_01,19.995,200.0
TC,2018-05-27-1157-10S.LC07__001_00_01,29.995,200.0
TC,2018-05-09-2245-15S.LC10__001_00_01,34.995,200.0
TC,2018-03-06-1815-35S.LC04__001_00_01,25.995,200.0
VT,2018-04-11-0020-39S.LC10__001_00_01,6.995,200.0
LP,2018-05-31-0910-08S.B2DA__001_00_01,171.998,500.0
HY,2018-03-24-2045-38S.LC10__001_00_01,79.995,200.0
TC,2018-10-03-1730-08S.LC09__001_00_01,71.995,200.0
VT,2018-08-25-2208-15S.LC05__001_00_01,24.995,200.0
VT,2018-04-07-1005-12S.LC10__001_00_01,9.995,200.0
VT,2018-04-17-0932-39S.LC10__001_00_01,9.995,200.0
VT,2018-06-01-0022-05S.LC10__001_00_01,11.995,200.0
TC,2018-04-20-2238-57S.LC10__001_00_01,20.995,200.0
TR,2018-03-04-2046-15S.LC06__001_00_01,84.995,200.0
VT,2018-03-13-0742-55S.LC07__001_00_01,14.995,200.0
VT,2018-04-07-0925-57S.LC10__001_00_01,9.995,200.0
TC,2018-05-30-1341-40S.LC10__001_00_01,139.995,200.0
VT,2018-03-11-0911-45S.LC07__001_00_01,6.995,200.0
TC,2018-05-03-1912-20S.LC07__001_00_01,59.995,200.0
LP,2018-03-11-0415-02S.B2DA__001_00_01,13.998,500.0
VT,2018-04-17-0057-03S.LC10__001_00_01,14.995,200.0
VT,2018-07-11-0348-40S.LC07__001_00_01,10.995,200.0
TC,2018-06-15-1315-46S.LC09__001_00_01,133.995,200.0
VT,2018-04-07-0651-02S.LC10__001_00_01,8.995,200.0
VT,2018-07-28-0544-04S.LC10__001_00_01,15.995,200.0
TC,2018-06-02-1451-20S.LC07__001_00_01,29.995,200.0
VT,2018-04-23-2340-34S.LC10__001_00_01,10.995,200.0
VT,2018-03-08-2345-13S.LC10__001_00_01,19.995,200.0
VT,2018-05-05-0912-55S.LC10__001_00_01,24.995,200.0
HY,2018-04-26-0734-09S.LC10__001_00_01,43.995,200.0
VT,2018-04-14-2054-20S.LC10__001_00_01,9.995,200.0
VT,2018-06-28-1804-00S.LC04__001_00_01,59.995,200.0
LP,2018-03-30-0602-24S.B2DA__001_00_01,175.998,500.0
TC,2018-04-24-0451-26S.LC10__001_00_01,28.995,200.0
VT,2018-04-09-2240-45S.LC10__001_00_01,14.995,200.0
TC,2018-04-05-0643-11S.LC10__001_00_01,10.995,200.0
VT,2018-04-11-1316-53S.LC10__001_00_01,19.995,200.0
TC,2018-08-12-1935-05S.LC05__001_00_01,204.995,200.0
TC,2018-05-17-1442-20S.LC10__001_00_01,29.995,200.0
VT,2018-05-13-0931-40S.LC10__001_00_01,19.995,200.0
LP,2018-04-02-2214-49S.LC10__001_00_01,93.995,200.0
VT,2018-03-13-1039-39S.LC10__001_00_01,26.995,200.0
TC,2018-07-09-1837-49S.LC10__001_00_01,60.995,200.0
TC,2018-07-31-1345-45S.LC05__001_00_01,194.995,200.0
HY,2018-06-22-2116-20S.LC09__001_00_01,59.995,200.0
VT,2018-07-28-2310-45S.LC10__001_00_01,19.995,200.0
TC,2018-04-24-0101-26S.LC10__001_00_01,158.995,200.0
VT,2018-05-18-0717-40S.LC10__001_00_01,32.995,200.0
HY,2018-05-10-1927-40S.LC10__001_00_01,39.995,200.0
LP,2018-07-29-1129-50S.LC10__001_00_01,129.995,200.0
VT,2018-05-12-1146-55S.LC10__001_00_01,14.995,200.0
VT,2018-03-05-0522-15S.LC05__001_00_01,34.995,200.0
TR,2018-03-31-1259-08S.LC10__001_00_01,17.995,200.0
VT,2018-05-15-1457-60S.LC10__001_00_01,49.995,200.0
VT,2018-08-14-2133-31S.LC05__001_00_01,18.995,200.0
TR,2018-06-19-2153-10S.LC10__001_00_01,79.995,200.0
VT,2018-03-11-0124-60S.LC10__001_00_01,10.995,200.0
VT,2018-05-11-2320-52S.LC10__001_00_01,12.995,200.0
TC,2018-04-25-1201-37S.LC10__001_00_01,79.995,200.0
VT,2018-04-24-2059-09S.LC10__001_00_01,10.995,200.0
VT,2018-06-06-1328-45S.LC10__001_00_01,14.995,200.0
VT,2018-04-06-0712-23S.LC10__001_00_01,9.995,200.0
VT,2018-03-26-0638-01S.LC10__001_00_01,9.995,200.0
VT,2018-03-22-2110-04S.LC10__001_00_01,14.995,200.0
VT,2018-04-29-1201-33S.LC08__001_00_01,13.995,200.0
TC,2018-04-28-1451-27S.LC10__001_00_01,16.995,200.0
VT,2018-04-22-0409-40S.LC10__001_00_01,24.995,200.0
LP,2018-07-03-2216-06S.LC10__001_00_01,133.995,200.0
TC,2018-03-22-0626-16S.LC10__001_00_01,19.995,200.0
VT,2018-06-12-1327-20S.LC10__001_00_01,14.995,200.0
HY,2018-03-22-0748-24S.LC10__001_00_01,120.995,200.0
VT,2018-05-05-0513-15S.LC10__001_00_01,24.995,200.0
VT,2018-05-29-2226-54S.LC10__001_00_01,10.995,200.0
TC,2018-06-28-0611-20S.LC09__001_00_01,119.995,200.0
TC,2018-03-11-1224-03S.LC10__001_00_01,21.995,200.0
VT,2018-03-14-0946-55S.LC10__001_00_01,10.995,200.0
VT,2018-03-17-2238-10S.LC10__001_00_01,12.995,200.0
VT,2018-05-17-2220-40S.LC10__001_00_01,59.995,200.0
VT,2018-06-28-0117-14S.LC10__001_00_01,15.995,200.0
TR,2018-06-12-1848-53S.LC10__001_00_01,76.995,200.0
LP,2018-09-11-1428-14S.LC01__001_00_01,35.995,200.0
TC,2018-07-18-2329-52S.LC07__001_00_01,66.995,200.0
TR,2018-06-21-2011-00S.LC10__001_00_01,79.995,200.0
TC,2018-07-31-1832-00S.LC06__001_00_01,69.995,200.0
VT,2018-06-10-0327-32S.LC10__001_00_01,22.995,200.0
TC,2018-05-27-0742-30S.LC07__001_00_01,19.995,200.0
TC,2018-08-15-0117-55S.LC06__001_00_01,86.995,200.0
VT,2018-03-14-0708-30S.LC10__001_00_01,15.995,200.0
TC,2018-09-28-1732-23S.LC05__001_00_01,86.995,200.0
LP,2018-04-23-1949-39S.LC08__001_00_01,19.995,200.0
VT,2018-04-12-1900-42S.LC10__001_00_01,9.995,200.0
TC,2018-07-08-1149-20S.LC10__001_00_01,79.995,200.0
TC,2018-03-06-0300-45S.LC09__001_00_01,203.995,200.0
VT,2018-06-02-1033-40S.LC10__001_00_01,29.995,200.0
VT,2018-03-08-1312-25S.LC10__001_00_01,19.995,200.0
VT,2018-03-14-1346-45S.LC10__001_00_01,8.995,200.0
TC,2018-05-14-0630-14S.LC10__001_00_01,145.995,200.0
TC,2018-06-05-1754-30S.LC10__001_00_01,149.995,200.0
VT,2018-04-15-1745-49S.LC10__001_00_01,14.995,200.0
VT,2018-04-01-0502-42S.LC10__001_00_01,8.995,200.0
VT,2018-05-25-1007-50S.LC10__001_00_01,19.995,200.0
VT,2018-08-25-1323-47S.LC09__001_00_01,27.995,200.0
TC,2018-09-12-2332-29S.LC05__001_00_01,50.995,200.0
VT,2018-06-26-1127-05S.LC10__001_00_01,19.995,200.0
HY,2018-04-01-1031-40S.LC10__001_00_01,49.995,200.0
VT,2018-07-03-2258-26S.LC10__001_00_01,15.995,200.0
TC,2018-05-22-2130-13S.LC09__001_00_01,56.995,200.0
LP,2018-03-21-0538-05S.LC08__001_00_01,24.995,200.0
LP,2018-04-28-1130-50S.LC10__001_00_01,49.995,200.0
VT,2018-06-13-0930-00S.LC10__001_00_01,19.995,200.0
TC,2018-09-22-1711-30S.LC09__001_00_01,59.995,200.0
VT,2018-06-13-0354-32S.LC10__001_00_01,14.995,200.0
VT,2018-04-24-2220-08S.LC10__001_00_01,9.995,200.0
TR,2018-04-15-0906-26S.LC10__001_00_01,14.995,200.0
VT,2018-03-10-1027-30S.LC10__001_00_01,9.995,200.0
TC,2018-05-12-1811-00S.LC07__001_00_01,29.995,200.0
TC,2018-05-15-2304-00S.LC10__001_00_01,29.995,200.0
TC,2018-03-13-1907-32S.LC10__001_00_01,26.995,200.0
TC,2018-04-15-2106-00S.LC10__001_00_01,34.995,200.0
LP,2018-03-07-0934-37S.B2DA__001_00_01,12.998,500.0
VT,2018-04-06-0736-24S.LC10__001_00_01,15.995,200.0
VT,2018-05-04-0107-42S.LC10__001_00_01,11.995,200.0
TC,2018-06-24-1846-32S.LC06__001_00_01,87.995,200.0
TC,2018-09-23-0650-50S.LC09__001_00_01,84.995,200.0
LP,2018-05-11-1119-20S.B2DA__001_00_01,29.998,500.0
LP,2018-06-27-0910-50S.LC10__001_00_01,189.995,200.0
LP,2018-07-28-1748-20S.LC10__001_00_01,179.995,200.0
VT,2018-03-07-1103-21S.LC10__001_00_01,7.995,200.0
LP,2018-04-12-1239-53S.B2DA__001_00_01,9.998,500.0
VT,2018-03-25-0421-33S.LC10__001_00_01,14.995,200.0
VT,2018-04-07-2059-02S.LC10__001_00_01,9.995,200.0
TC,2018-04-05-1113-08S.LC04__001_00_01,114.995,200.0
TC,2018-04-03-0409-20S.LC10__001_00_01,11.995,200.0
VT,2018-04-11-1353-14S.LC10__001_00_01,9.995,200.0
VT,2018-07-02-1146-12S.LC10__001_00_01,17.995,200.0
LP,2018-04-14-2006-44S.B2DA__001_00_01,9.998,500.0
TC,2018-05-23-1243-20S.LC10__001_00_01,39.995,200.0
TC,2018-09-14-2330-58S.LC05__001_00_01,181.995,200.0
TC,2018-05-09-2219-13S.B2DA__001_00_01,76.998,500.0
TC,2018-04-30-1240-43S.LC10__001_00_01,19.995,200.0
TR,2018-04-04-0130-02S.LC10__001_00_01,67.995,200.0
VT,2018-05-24-0919-45S.LC10__001_00_01,24.995,200.0
TC,2018-04-17-0741-37S.LC07__001_00_01,29.995,200.0
TR,2018-04-26-1109-27S.LC07__001_00_01,28.995,200.0
TR,2018-04-01-0528-19S.LC10__001_00_01,14.995,200.0
TR,2018-04-22-0530-30S.LC10__001_00_01,19.995,200.0
VT,2018-04-19-1132-49S.LC10__001_00_01,19.995,200.0
TR,2018-05-21-1920-00S.LC10__001_00_01,119.995,200.0
VT,2018-08-05-0326-43S.LC03__001_00_01,16.995,200.0
VT,2018-04-28-0936-38S.LC10__001_00_01,9.995,200.0
LP,2018-08-18-1904-38S.LC09__001_00_01,171.995,200.0
LP,2018-10-03-1831-40S.LC05__001_00_01,99.995,200.0
TR,2018-06-23-2155-00S.LC09__001_00_01,79.995,200.0
TC,2018-03-21-0410-20S.LC03__001_00_01,91.995,200.0
VT,2018-05-28-1753-25S.LC10__001_00_01,24.995,200.0
VT,2018-05-28-0332-15S.LC10__001_00_01,24.995,200.0
TC,2018-08-05-0537-28S.LC04__001_00_01,211.995,200.0
VT,2018-06-20-0507-50S.LC10__001_00_01,14.995,200.0
TC,2018-03-18-0524-33S.LC10__001_00_01,126.995,200.0
LP,2018-04-05-1326-09S.LC10__001_00_01,12.995,200.0
VT,2018-04-13-0451-45S.LC10__001_00_01,19.995,200.0
VT,2018-04-07-1124-18S.LC10__001_00_01,9.995,200.0
VT,2018-05-13-2347-10S.LC10__001_00_01,19.995,200.0
VT,2018-06-12-0341-35S.LC10__001_00_01,14.995,200.0
VT,2018-04-09-0905-48S.LC10__001_00_01,6.995,200.0
VT,2018-05-20-2136-06S.LC10__001_00_01,15.995,200.0
VT,2018-03-15-0611-25S.LC10__001_00_01,19.995,200.0
TC,2018-04-28-1822-53S.LC06__001_00_01,19.995,200.0
VT,2018-04-09-1937-32S.LC10__001_00_01,6.995,200.0
TC,2018-06-29-1421-34S.LC10__001_00_01,145.995,200.0
TC,2018-06-29-0503-00S.LC05__001_00_01,49.995,200.0
VT,2018-08-28-0103-45S.LC09__001_00_01,24.995,200.0
TR,2018-03-25-1208-40S.LC03__001_00_01,39.995,200.0
VT,2018-05-13-0916-50S.LC10__001_00_01,14.995,200.0
VT,2018-04-08-0946-40S.LC10__001_00_01,6.995,200.0
VT,2018-03-15-2010-28S.LC10__001_00_01,11.995,200.0
TC,2018-04-28-0448-59S.B2DA__001_00_01,143.998,500.0
VT,2018-04-28-0002-53S.LC10__001_00_01,9.995,200.0
VT,2018-04-12-1851-16S.LC10__001_00_01,9.995,200.0
VT,2018-04-13-0312-55S.LC10__001_00_01,9.995,200.0
VT,2018-03-30-0716-35S.LC10__001_00_01,10.995,200.0
VT,2018-10-08-2221-50S.LC09__001_00_01,19.995,200.0
TC,2018-09-19-1403-00S.LC08__001_00_01,209.995,200.0
TC,2018-04-30-1032-53S.LC10__001_00_01,9.995,200.0
VT,2018-06-02-1251-20S.LC10__001_00_01,19.995,200.0
VT,2018-05-05-0607-28S.LC10__001_00_01,9.995,200.0
TR,2018-03-10-1850-51S.LC10__001_00_01,25.995,200.0
VT,2018-03-24-0516-58S.LC10__001_00_01,16.995,200.0
TC,2018-04-25-1809-35S.B2DA__001_00_01,66.998,500.0
TC,2018-04-22-0301-02S.LC10__001_00_01,87.995,200.0
VT,2018-06-05-0927-50S.LC10__001_00_01,29.995,200.0
VT,2018-06-19-1233-00S.LC10__001_00_01,19.995,200.0
TC,2018-04-15-1247-39S.LC10__001_00_01,108.995,200.0
VT,2018-06-28-0027-33S.LC10__001_00_01,16.995,200.0
VT,2018-06-04-1822-30S.LC04__001_00_01,64.995,200.0
VT,2018-03-08-0413-13S.LC10__001_00_01,16.995,200.0
LP,2018-07-09-2115-46S.LC10__001_00_01,20.995,200.0
TC,2018-03-16-0335-15S.LC10__001_00_01,29.995,200.0
LP,2018-04-19-2224-01S.LC10__001_00_01,13.995,200.0
VT,2018-04-14-0130-18S.LC10__001_00_01,11.995,200.0
VT,2018-03-12-0503-01S.LC10__001_00_01,6.995,200.0
TC,2018-09-20-2123-37S.LC09__001_00_01,142.995,200.0
TC,2018-05-18-0008-00S.LC10__001_00_01,119.995,200.0
VT,2018-04-21-2135-05S.LC10__001_00_01,9.995,200.0
TC,2018-04-25-1302-10S.LC10__001_00_01,19.995,200.0
TC,2018-09-27-2140-10S.LC05__001_00_01,79.995,200.0
VT,2018-04-19-2226-25S.LC07__001_00_01,9.995,200.0
TC,2018-10-15-0109-41S.LC09__001_00_01,43.995,200.0
HY,2018-05-04-2039-40S.LC10__001_00_01,39.995,200.0
VT,2018-06-16-0432-26S.LC10__001_00_01,33.995,200.0
LP,2018-09-12-1723-13S.LC05__001_00_01,166.995,200.0
TC,2018-03-28-1147-28S.LC10__001_00_01,29.995,200.0
VT,2018-06-11-1204-05S.LC10__001_00_01,12.995,200.0
TC,2018-10-01-1854-01S.LC05__001_00_01,118.995,200.0
VT,2018-05-07-1353-55S.LC10__001_00_01,24.995,200.0
TC,2018-03-09-0911-11S.LC10__001_00_01,23.995,200.0
TC,2018-05-07-0312-20S.LC10__001_00_01,49.995,200.0
TC,2018-09-17-2234-53S.LC09__001_00_01,146.995,200.0
LP,2018-03-16-0358-16S.LC05__001_00_01,20.995,200.0
TC,2018-05-26-0044-15S.LC10__001_00_01,64.995,200.0
TC,2018-09-02-1803-22S.LC09__001_00_01,67.995,200.0
VT,2018-06-20-0511-30S.LC10__001_00_01,19.995,200.0
VT,2018-03-21-0434-57S.LC10__001_00_01,13.995,200.0
